date,open,high,low,close,sentiment,media,tweetCount
2013-09-18,33.41400146484375,33.490001678466804,32.84000015258789,33.24399948120117,0.215784,1,5
2013-09-19,34.15999984741211,36.09400177001953,33.816001892089844,35.58399963378906,0.916434,0,2
2013-09-25,36.71200180053711,37.2599983215332,36.099998474121094,37.04800033569336,0.8895930000000001,0,2
2013-09-26,37.34000015258789,37.93600082397461,37.12200164794922,37.72800064086914,-0.015162999999999982,0,2
2013-10-30,32.92599868774414,33.535999298095696,31.63400077819824,31.8439998626709,-0.807602,0,1
2013-11-12,28.9379997253418,28.940000534057607,27.23600006103516,27.559999465942386,0.722057,0,1
2013-11-13,28.167999267578125,28.47400093078613,27.26799964904785,27.739999771118164,0.57791,1,1
2013-11-19,23.88599967956543,25.79999923706055,23.8439998626709,25.218000411987305,0.8472783333333332,0,4
2013-11-21,24.577999114990234,24.95800018310547,24.04999923706055,24.420000076293945,0.81294,0,1
2013-11-22,24.31599998474121,24.54999923706055,23.586000442504893,24.27599906921387,0.08240325000000004,0,4
2013-11-25,24.899999618530273,25.167999267578125,24.059999465942386,24.167999267578125,-0.307025,0,1
2013-11-27,24.261999130249023,25.38999938964844,23.90399932861328,25.38800048828125,0.828257,0,3
2013-12-02,25.270000457763672,25.709999084472656,24.785999298095703,24.833999633789066,0.8396343333333333,0,5
2013-12-03,26.535999298095703,28.988000869750977,26.31800079345703,28.940000534057607,-0.23355485714285715,1,7
2013-12-05,28.03000068664551,28.670000076293945,27.899999618530273,28.09600067138672,-0.9032366666666668,0,3
2013-12-10,28.01000022888184,29.173999786376953,27.97200012207031,28.4379997253418,0.638127,0,1
2013-12-19,29.3799991607666,29.399999618530273,27.81999969482422,28.143999099731445,0.8637895000000001,1,2
2013-12-26,31.007999420166016,31.60000038146973,30.857999801635746,31.10000038146973,-0.730509,0,1
2014-01-06,30.0,30.07999992370605,29.04800033569336,29.399999618530273,0.17023099999999994,1,3
2014-01-23,35.44599914550781,36.47600173950195,34.68399810791016,36.29999923706055,0.9033540000000001,0,1
2014-02-07,36.20199966430664,37.32600021362305,35.91999816894531,37.305999755859375,0.643694,0,1
2014-02-10,37.86800003051758,39.86000061035156,37.86399841308594,39.3120002746582,0.645328,0,1
2014-02-25,46.0,51.84000015258789,45.68999862670898,49.599998474121094,-0.377718,1,2
2014-03-11,47.29999923706055,48.91999816894531,46.486000061035156,46.88199996948242,-0.627818,0,1
2014-03-14,47.05799865722656,47.38800048828125,45.66400146484375,46.19400024414063,0.489785,0,6
2014-03-31,43.29999923706055,43.349998474121094,41.27799987792969,41.68999862670898,0.19098333333333334,3,3
2014-04-01,41.80400085449219,43.63199996948242,41.71599960327149,43.39400100708008,-0.9115270000000001,0,1
2014-04-07,41.1619987487793,43.2400016784668,40.70199966430664,41.50400161743164,-0.017945666666666648,0,7
2014-04-08,42.0099983215332,43.29800033569336,41.28400039672852,43.09199905395508,0.579399,0,3
2014-04-17,39.92200088500977,40.45800018310547,38.816001892089844,39.624000549316406,0.931953,0,1
2014-04-24,42.1619987487793,42.560001373291016,40.63999938964844,41.571998596191406,0.995093,0,2
2014-04-25,40.400001525878906,41.34000015258789,39.52999877929688,39.97000122070313,-0.795972,0,1
2014-04-28,40.0,40.757999420166016,38.099998474121094,39.70199966430664,0.9379540000000001,0,1
2014-04-29,39.641998291015625,41.43000030517578,39.10599899291992,41.38399887084961,0.8305276666666667,0,5
2014-05-02,41.72000122070313,42.27199935913086,41.30400085449219,42.18199920654297,-0.848226,0,2
2014-05-08,36.400001525878906,38.88000106811523,35.599998474121094,35.71799850463867,0.323325,0,1
2014-05-14,37.790000915527344,38.69599914550781,37.41999816894531,38.124000549316406,0.6378550000000001,0,2
